id,part_number_id,route_id,demand_date,quantity
98,185,1,2026-01-05,1
99,5,1,2026-01-05,3
100,223,1,2026-01-05,1
101,71,1,2026-01-05,2
102,106,1,2026-01-05,3
103,60,1,2026-01-05,5
104,291,1,2026-01-05,3
105,108,1,2026-01-05,1
106,12,1,2026-01-05,1
107,162,1,2026-01-05,6
108,257,1,2026-01-05,3
109,175,1,2026-01-05,3
110,221,1,2026-01-05,4
111,293,1,2026-01-06,6
112,108,1,2026-01-06,5
113,1,1,2026-01-06,2
114,177,1,2026-01-06,1
115,209,1,2026-01-06,4
116,18,1,2026-01-06,4
117,171,1,2026-01-06,3
118,190,1,2026-01-06,1
119,159,1,2026-01-06,1
120,59,1,2026-01-06,3
121,123,1,2026-01-06,3
122,285,1,2026-01-06,3
123,128,1,2026-01-06,3
124,245,1,2026-01-06,3
125,229,1,2026-01-06,2
126,247,1,2026-01-06,7
127,12,1,2026-01-06,2
128,222,1,2026-01-06,2
129,215,1,2026-01-06,5
130,89,1,2026-01-06,1
131,39,1,2026-01-06,3
132,60,1,2026-01-06,5
133,280,1,2026-01-06,4
134,6,1,2026-01-06,3
135,294,1,2026-01-07,3
136,221,1,2026-01-07,2
137,18,1,2026-01-07,1
138,39,1,2026-01-07,1
139,89,1,2026-01-07,2
140,148,1,2026-01-07,3
141,140,1,2026-01-07,5
142,185,1,2026-01-07,7
143,81,1,2026-01-07,2
144,19,1,2026-01-07,4
145,285,1,2026-01-07,4
146,276,1,2026-01-07,2
147,182,1,2026-01-07,3
148,214,1,2026-01-07,4
149,17,1,2026-01-07,3
150,35,1,2026-01-07,2
151,171,1,2026-01-07,7
152,244,1,2026-01-07,4
153,289,1,2026-01-07,4
154,60,1,2026-01-07,2
155,280,1,2026-01-07,3
156,5,1,2026-01-07,4
157,252,1,2026-01-07,3
158,132,1,2026-01-07,5
159,293,1,2026-01-07,3
160,223,1,2026-01-07,3
161,107,1,2026-01-07,3
162,6,1,2026-01-08,7
163,300,1,2026-01-08,8
164,103,1,2026-01-08,4
165,294,1,2026-01-08,8
166,109,1,2026-01-08,6
167,74,1,2026-01-08,4
168,52,1,2026-01-08,6
169,19,1,2026-01-08,2
170,285,1,2026-01-08,9
171,17,1,2026-01-08,5
172,132,1,2026-01-08,5
173,223,1,2026-01-08,2
174,39,1,2026-01-08,5
175,113,1,2026-01-08,7
176,192,1,2026-01-08,3
177,89,1,2026-01-08,6
178,198,1,2026-01-08,1
179,293,1,2026-01-09,2
180,298,1,2026-01-09,2
181,243,1,2026-01-09,2
182,182,1,2026-01-09,3
183,39,1,2026-01-09,3
184,283,1,2026-01-09,5
185,128,1,2026-01-09,6
186,18,1,2026-01-09,1
187,165,1,2026-01-09,1
188,280,1,2026-01-09,2
189,52,1,2026-01-09,4
190,267,1,2026-01-09,6
191,168,1,2026-01-09,7
192,91,1,2026-01-09,3
193,74,1,2026-01-09,1
194,113,1,2026-01-09,7
195,250,1,2026-01-09,2
196,108,1,2026-01-09,3
197,229,1,2026-01-09,5
198,230,1,2026-01-09,5
199,59,1,2026-01-09,1
200,96,1,2026-01-09,3
201,289,1,2026-01-09,1
202,1,1,2026-01-09,5
203,252,1,2026-01-09,3
204,181,1,2026-01-09,6
205,124,1,2026-01-09,4
206,244,1,2026-01-09,6
207,294,1,2026-01-09,1
208,247,1,2026-01-09,2
209,132,1,2026-01-09,2
210,151,1,2026-01-09,4
211,176,1,2026-01-10,1
212,5,1,2026-01-10,1
213,124,1,2026-01-10,1
214,280,1,2026-01-10,1
215,214,1,2026-01-10,2
216,182,1,2026-01-10,1
217,68,1,2026-01-10,1
218,171,1,2026-01-10,3
219,30,1,2026-01-10,1
220,215,1,2026-01-10,2
221,164,1,2026-01-10,3
222,108,1,2026-01-10,3
223,52,1,2026-01-11,1
224,283,1,2026-01-11,1
225,63,1,2026-01-11,3
226,35,1,2026-01-11,1
227,40,1,2026-01-11,5
228,106,1,2026-01-11,2
229,223,1,2026-01-11,1
230,123,1,2026-01-11,1
231,90,1,2026-01-11,2
232,59,1,2026-01-11,1
233,39,1,2026-01-11,1
234,30,1,2026-01-11,1
235,190,1,2026-01-11,3
236,165,1,2026-01-11,1
237,12,1,2026-01-11,5
238,285,1,2026-01-11,2
239,74,1,2026-01-11,2
240,68,1,2026-01-11,2
241,182,1,2026-01-12,3
242,192,1,2026-01-12,4
243,106,1,2026-01-12,5
244,245,1,2026-01-12,5
245,19,1,2026-01-12,4
246,17,1,2026-01-12,3
247,86,1,2026-01-12,2
248,194,1,2026-01-12,2
249,89,1,2026-01-12,4
250,285,1,2026-01-12,3
251,215,1,2026-01-12,2
252,249,1,2026-01-12,3
253,71,1,2026-01-12,3
254,128,1,2026-01-12,3
255,229,1,2026-01-12,4
256,223,1,2026-01-12,1
257,185,1,2026-01-12,3
258,81,1,2026-01-12,8
259,250,1,2026-01-12,1
260,148,1,2026-01-13,8
261,182,1,2026-01-13,1
262,128,1,2026-01-13,1
263,294,1,2026-01-13,3
264,194,1,2026-01-13,1
265,185,1,2026-01-13,1
266,162,1,2026-01-13,4
267,108,1,2026-01-13,2
268,159,1,2026-01-13,7
269,168,1,2026-01-13,6
270,244,1,2026-01-13,1
271,293,1,2026-01-13,3
272,111,1,2026-01-13,2
273,17,1,2026-01-13,2
274,12,1,2026-01-13,4
275,300,1,2026-01-13,5
276,250,1,2026-01-13,2
277,63,1,2026-01-13,2
278,28,1,2026-01-13,2
279,181,1,2026-01-13,2
280,6,1,2026-01-13,1
281,276,1,2026-01-13,2
282,71,1,2026-01-13,1
283,289,1,2026-01-13,1
284,214,1,2026-01-13,3
285,17,1,2026-01-14,3
286,215,1,2026-01-14,2
287,267,1,2026-01-14,2
288,175,1,2026-01-14,2
289,164,1,2026-01-14,5
290,257,1,2026-01-14,4
291,43,1,2026-01-14,1
292,192,1,2026-01-14,1
293,90,1,2026-01-14,3
294,74,1,2026-01-14,2
295,230,1,2026-01-14,5
296,6,1,2026-01-14,3
297,148,1,2026-01-14,4
298,165,1,2026-01-14,3
299,245,1,2026-01-14,2
300,168,1,2026-01-14,2
301,60,1,2026-01-14,8
302,250,1,2026-01-14,2
303,276,1,2026-01-14,1
304,18,1,2026-01-14,4
305,289,1,2026-01-14,4
306,293,1,2026-01-14,2
307,209,1,2026-01-14,4
308,291,1,2026-01-15,4
309,74,1,2026-01-15,6
310,111,1,2026-01-15,4
311,112,1,2026-01-15,3
312,175,1,2026-01-15,3
313,249,1,2026-01-15,4
314,230,1,2026-01-15,2
315,17,1,2026-01-15,8
316,177,1,2026-01-15,1
317,289,1,2026-01-15,4
318,40,1,2026-01-15,8
319,182,1,2026-01-15,1
320,52,1,2026-01-15,3
321,168,1,2026-01-15,6
322,247,1,2026-01-15,4
323,159,1,2026-01-15,3
324,91,1,2026-01-15,2
325,89,1,2026-01-15,3
326,39,1,2026-01-15,2
327,171,1,2026-01-15,4
328,209,1,2026-01-15,1
329,165,1,2026-01-15,2
330,245,1,2026-01-15,3
331,103,1,2026-01-15,3
332,30,1,2026-01-15,4
333,128,1,2026-01-15,2
334,218,1,2026-01-15,2
335,28,1,2026-01-15,2
336,285,1,2026-01-15,5
337,120,1,2026-01-15,1
338,40,1,2026-01-16,2
339,132,1,2026-01-16,1
340,43,1,2026-01-16,1
341,81,1,2026-01-16,4
342,190,1,2026-01-16,1
343,86,1,2026-01-16,2
344,181,1,2026-01-16,5
345,247,1,2026-01-16,3
346,68,1,2026-01-16,2
347,249,1,2026-01-16,1
348,107,1,2026-01-16,3
349,90,1,2026-01-16,4
350,89,1,2026-01-16,6
351,12,1,2026-01-16,2
352,17,1,2026-01-16,2
353,123,1,2026-01-16,1
354,109,1,2026-01-16,2
355,28,1,2026-01-16,2
356,159,1,2026-01-16,3
357,186,1,2026-01-16,7
358,291,1,2026-01-16,1
359,286,1,2026-01-16,1
360,252,1,2026-01-16,1
361,276,1,2026-01-16,3
362,71,1,2026-01-16,1
363,60,1,2026-01-16,4
364,298,1,2026-01-16,4
365,280,1,2026-01-16,5
366,108,1,2026-01-16,1
367,164,1,2026-01-16,2
368,1,1,2026-01-16,4
369,74,1,2026-01-16,2
370,222,1,2026-01-16,1
371,35,1,2026-01-16,7
372,267,1,2026-01-16,3
373,192,1,2026-01-17,1
374,300,1,2026-01-17,2
375,113,1,2026-01-17,1
376,283,1,2026-01-17,1
377,81,1,2026-01-17,2
378,298,1,2026-01-17,1
379,103,1,2026-01-17,1
380,123,1,2026-01-17,3
381,43,1,2026-01-17,3
382,252,1,2026-01-17,3
383,96,1,2026-01-17,2
384,175,1,2026-01-17,2
385,280,1,2026-01-17,2
386,40,1,2026-01-17,5
387,13,1,2026-01-17,1
388,112,1,2026-01-17,1
389,111,1,2026-01-17,1
390,215,1,2026-01-17,1
391,276,1,2026-01-17,2
392,291,1,2026-01-17,2
393,185,1,2026-01-17,1
394,165,1,2026-01-18,1
395,86,1,2026-01-18,2
396,28,1,2026-01-18,4
397,103,1,2026-01-18,3
398,132,1,2026-01-18,1
399,250,1,2026-01-18,2
400,198,1,2026-01-18,2
401,175,1,2026-01-18,1
402,151,1,2026-01-18,1
403,209,1,2026-01-18,4
404,71,1,2026-01-18,2
405,59,1,2026-01-18,3
406,177,1,2026-01-18,1
407,182,1,2026-01-18,2
408,164,1,2026-01-18,2
409,1,1,2026-01-18,3
410,185,1,2026-01-18,2
411,89,1,2026-01-18,2
412,120,1,2026-01-18,2
413,230,1,2026-01-18,1
414,5,1,2026-01-18,6
415,214,1,2026-01-19,5
416,285,1,2026-01-19,6
417,192,1,2026-01-19,4
418,283,1,2026-01-19,3
419,40,1,2026-01-19,3
420,89,1,2026-01-19,7
421,59,1,2026-01-19,5
422,244,1,2026-01-19,2
423,6,1,2026-01-19,4
424,91,1,2026-01-19,3
425,151,1,2026-01-19,1
426,140,1,2026-01-19,2
427,289,1,2026-01-19,5
428,190,1,2026-01-19,3
429,186,1,2026-01-19,4
430,148,1,2026-01-19,4
431,159,1,2026-01-19,4
432,106,1,2026-01-19,4
433,177,1,2026-01-19,2
434,181,1,2026-01-19,3
435,19,1,2026-01-19,3
436,60,1,2026-01-19,2
437,293,1,2026-01-19,3
438,250,1,2026-01-19,4
439,74,1,2026-01-19,2
440,112,1,2026-01-19,4
441,28,1,2026-01-19,5
442,176,1,2026-01-19,1
443,113,1,2026-01-19,2
444,165,1,2026-01-19,1
445,286,1,2026-01-19,4
446,81,1,2026-01-19,2
447,96,1,2026-01-19,3
448,293,1,2026-01-20,3
449,223,1,2026-01-20,4
450,164,1,2026-01-20,2
451,40,1,2026-01-20,4
452,128,1,2026-01-20,2
453,103,1,2026-01-20,3
454,171,1,2026-01-20,4
455,267,1,2026-01-20,1
456,285,1,2026-01-20,2
457,291,1,2026-01-20,8
458,5,1,2026-01-20,3
459,123,1,2026-01-20,3
460,52,1,2026-01-20,4
461,245,1,2026-01-20,3
462,159,1,2026-01-20,3
463,6,1,2026-01-20,3
464,90,1,2026-01-20,2
465,109,1,2026-01-20,5
466,107,1,2026-01-20,2
467,19,1,2026-01-20,3
468,120,1,2026-01-20,5
469,194,1,2026-01-20,3
470,13,1,2026-01-20,5
471,17,1,2026-01-20,3
472,230,1,2026-01-20,5
473,89,1,2026-01-20,5
474,247,1,2026-01-20,3
475,43,1,2026-01-20,4
476,132,1,2026-01-20,1
477,162,1,2026-01-20,4
478,168,1,2026-01-20,3
479,164,1,2026-01-21,5
480,257,1,2026-01-21,2
481,5,1,2026-01-21,4
482,194,1,2026-01-21,8
483,250,1,2026-01-21,3
484,249,1,2026-01-21,4
485,209,1,2026-01-21,5
486,90,1,2026-01-21,4
487,148,1,2026-01-21,3
488,300,1,2026-01-21,2
489,230,1,2026-01-21,1
490,276,1,2026-01-21,3
491,132,1,2026-01-21,2
492,244,1,2026-01-21,4
493,109,1,2026-01-21,4
494,12,1,2026-01-21,2
495,89,1,2026-01-21,2
496,124,1,2026-01-21,2
497,190,1,2026-01-21,2
498,298,1,2026-01-22,2
499,293,1,2026-01-22,2
500,81,1,2026-01-22,2
501,35,1,2026-01-22,3
502,250,1,2026-01-22,2
503,221,1,2026-01-22,5
504,214,1,2026-01-22,5
505,243,1,2026-01-22,2
506,198,1,2026-01-22,4
507,60,1,2026-01-22,4
508,222,1,2026-01-22,2
509,96,1,2026-01-22,7
510,109,1,2026-01-22,5
511,300,1,2026-01-22,3
512,86,1,2026-01-22,4
513,168,1,2026-01-22,2
514,177,1,2026-01-22,3
515,52,1,2026-01-22,3
516,283,1,2026-01-22,5
517,140,1,2026-01-22,1
518,128,1,2026-01-22,3
519,215,1,2026-01-22,5
520,148,1,2026-01-22,4
521,5,1,2026-01-22,7
522,190,1,2026-01-22,4
523,107,1,2026-01-22,6
524,12,1,2026-01-22,6
525,171,1,2026-01-22,2
526,71,1,2026-01-22,6
527,245,1,2026-01-22,3
528,182,1,2026-01-22,3
529,192,1,2026-01-22,4
530,176,1,2026-01-23,8
531,286,1,2026-01-23,3
532,91,1,2026-01-23,2
533,13,1,2026-01-23,1
534,192,1,2026-01-23,2
535,89,1,2026-01-23,3
536,257,1,2026-01-23,2
537,52,1,2026-01-23,2
538,123,1,2026-01-23,4
539,12,1,2026-01-23,3
540,132,1,2026-01-23,2
541,181,1,2026-01-23,2
542,71,1,2026-01-23,3
543,221,1,2026-01-23,2
544,128,1,2026-01-23,4
545,218,1,2026-01-24,3
546,18,1,2026-01-24,4
547,252,1,2026-01-24,2
548,182,1,2026-01-24,2
549,293,1,2026-01-24,1
550,267,1,2026-01-24,1
551,108,1,2026-01-24,1
552,247,1,2026-01-24,1
553,209,1,2026-01-24,2
554,159,1,2026-01-24,2
555,151,1,2026-01-24,1
556,294,1,2026-01-24,2
557,63,1,2026-01-24,2
558,298,1,2026-01-24,1
559,60,1,2026-01-24,3
560,165,1,2026-01-24,1
561,106,1,2026-01-24,4
562,35,1,2026-01-24,3
563,96,1,2026-01-24,1
564,81,1,2026-01-24,3
565,109,1,2026-01-24,1
566,223,1,2026-01-24,2
567,52,1,2026-01-25,1
568,198,1,2026-01-25,1
569,63,1,2026-01-25,1
570,1,1,2026-01-25,1
571,247,1,2026-01-25,1
572,223,1,2026-01-25,1
573,286,1,2026-01-25,3
574,159,1,2026-01-25,2
575,86,1,2026-01-25,2
576,128,1,2026-01-25,1
577,124,1,2026-01-25,1
578,132,1,2026-01-25,3
579,35,1,2026-01-25,2
580,283,1,2026-01-25,2
581,107,1,2026-01-25,1
582,245,1,2026-01-25,1
583,79,1,2026-01-25,2
584,181,1,2026-01-25,1
585,182,1,2026-01-25,1
586,215,1,2026-01-25,1
587,71,1,2026-01-26,2
588,249,1,2026-01-26,5
589,43,1,2026-01-26,1
590,218,1,2026-01-26,4
591,91,1,2026-01-26,1
592,221,1,2026-01-26,4
593,106,1,2026-01-26,6
594,190,1,2026-01-26,2
595,113,1,2026-01-26,4
596,214,1,2026-01-26,3
597,28,1,2026-01-26,2
598,19,1,2026-01-26,3
599,103,1,2026-01-26,2
600,276,1,2026-01-26,5
601,74,1,2026-01-26,1
602,90,1,2026-01-26,3
603,294,1,2026-01-26,1
604,164,1,2026-01-26,6
605,63,1,2026-01-26,5
606,120,1,2026-01-26,3
607,198,1,2026-01-26,1
608,30,1,2026-01-26,5
609,79,1,2026-01-26,2
610,5,1,2026-01-26,1
611,185,1,2026-01-26,5
612,40,1,2026-01-26,4
613,182,1,2026-01-26,3
614,124,1,2026-01-26,4
615,90,1,2026-01-27,6
616,182,1,2026-01-27,2
617,247,1,2026-01-27,5
618,6,1,2026-01-27,1
619,96,1,2026-01-27,3
620,71,1,2026-01-27,4
621,128,1,2026-01-27,3
622,293,1,2026-01-27,2
623,171,1,2026-01-27,2
624,286,1,2026-01-27,3
625,35,1,2026-01-27,1
626,300,1,2026-01-27,1
627,63,1,2026-01-27,4
628,223,1,2026-01-27,3
629,257,1,2026-01-27,3
630,159,1,2026-01-27,2
631,177,1,2026-01-27,3
632,181,1,2026-01-27,5
633,244,1,2026-01-27,2
634,151,1,2026-01-27,2
635,111,1,2026-01-27,1
636,164,1,2026-01-27,3
637,40,1,2026-01-27,5
638,162,1,2026-01-27,6
639,109,1,2026-01-27,6
640,107,1,2026-01-28,2
641,13,1,2026-01-28,2
642,86,1,2026-01-28,3
643,28,1,2026-01-28,2
644,60,1,2026-01-28,5
645,249,1,2026-01-28,6
646,221,1,2026-01-28,4
647,71,1,2026-01-28,1
648,267,1,2026-01-28,1
649,52,1,2026-01-28,1
650,108,1,2026-01-28,1
651,218,1,2026-01-28,7
652,168,1,2026-01-28,3
653,289,1,2026-01-28,3
654,35,1,2026-01-28,4
655,194,1,2026-01-28,1
656,17,1,2026-01-28,5
657,298,1,2026-01-28,6
658,283,1,2026-01-28,3
659,171,1,2026-01-28,4
660,123,1,2026-01-28,2
661,79,1,2026-01-28,6
662,128,1,2026-01-28,2
663,43,1,2026-01-28,1
664,300,1,2026-01-28,4
665,96,1,2026-01-28,2
666,5,1,2026-01-28,2
667,74,1,2026-01-28,3
668,6,1,2026-01-28,3
669,12,1,2026-01-28,3
670,185,1,2026-01-28,3
671,294,1,2026-01-28,3
672,91,1,2026-01-28,4
673,132,1,2026-01-28,3
674,120,1,2026-01-29,2
675,103,1,2026-01-29,3
676,229,1,2026-01-29,3
677,113,1,2026-01-29,5
678,285,1,2026-01-29,3
679,18,1,2026-01-29,2
680,252,1,2026-01-29,7
681,176,1,2026-01-29,3
682,298,1,2026-01-29,3
683,12,1,2026-01-29,2
684,28,1,2026-01-29,2
685,164,1,2026-01-29,2
686,286,1,2026-01-29,2
687,249,1,2026-01-29,4
688,74,1,2026-01-29,4
689,30,1,2026-01-29,2
690,283,1,2026-01-29,2
691,35,1,2026-01-29,2
692,221,1,2026-01-29,4
693,289,1,2026-01-29,2
694,5,1,2026-01-29,4
695,222,1,2026-01-29,1
696,60,1,2026-01-29,4
697,223,1,2026-01-29,3
698,43,1,2026-01-29,4
699,151,1,2026-01-29,7
700,86,1,2026-01-29,1
701,52,1,2026-01-29,1
702,63,1,2026-01-29,4
703,81,1,2026-01-29,3
704,107,1,2026-01-29,2
705,1,1,2026-01-29,3
706,257,1,2026-01-29,4
707,177,1,2026-01-29,5
708,218,1,2026-01-29,1
709,79,1,2026-01-29,2
710,43,1,2026-01-30,2
711,186,1,2026-01-30,4
712,111,1,2026-01-30,5
713,74,1,2026-01-30,4
714,185,1,2026-01-30,1
715,244,1,2026-01-30,4
716,79,1,2026-01-30,1
717,113,1,2026-01-30,3
718,59,1,2026-01-30,4
719,107,1,2026-01-30,6
720,40,1,2026-01-30,2
721,192,1,2026-01-30,1
722,140,1,2026-01-30,3
723,151,1,2026-01-30,4
724,222,1,2026-01-30,3
725,198,1,2026-01-30,4
726,165,1,2026-01-30,1
727,298,1,2026-01-30,1
728,39,1,2026-01-30,4
729,108,1,2026-01-30,1
730,30,1,2026-01-30,1
731,162,1,2026-01-30,5
732,123,1,2026-01-30,6
733,168,1,2026-01-30,2
734,148,1,2026-01-30,2
735,52,1,2026-01-30,2
736,230,1,2026-01-30,1
737,294,1,2026-01-30,4
738,293,1,2026-01-30,1
739,19,1,2026-01-30,1
740,90,1,2026-01-30,2
741,96,1,2026-01-30,2
742,120,1,2026-01-30,1
743,60,1,2026-01-30,2
744,257,1,2026-01-30,5
745,175,1,2026-01-30,2
746,89,1,2026-01-30,1
747,91,1,2026-01-31,3
748,123,1,2026-01-31,2
749,293,1,2026-01-31,1
750,194,1,2026-01-31,2
751,140,1,2026-01-31,3
752,291,1,2026-01-31,2
753,107,1,2026-01-31,1
754,165,1,2026-01-31,2
755,286,1,2026-01-31,1
756,40,1,2026-01-31,1
757,68,1,2026-01-31,1
758,247,1,2026-01-31,2
759,12,1,2026-01-31,2
760,90,1,2026-01-31,2
761,209,1,2026-01-31,1
762,181,1,2026-01-31,1
763,52,1,2026-01-31,1
764,60,1,2026-01-31,3
765,289,1,2026-01-31,1
766,159,1,2026-01-31,2
767,294,1,2026-01-31,3
768,245,1,2026-01-31,4
769,89,1,2026-01-31,2
770,186,1,2026-01-31,2
771,124,1,2026-02-01,1
772,68,1,2026-02-01,1
773,128,1,2026-02-01,1
774,229,1,2026-02-01,2
775,245,1,2026-02-01,1
776,285,1,2026-02-01,1
777,186,1,2026-02-01,2
778,112,1,2026-02-01,1
779,35,1,2026-02-01,1
780,59,1,2026-02-01,2
781,71,1,2026-02-01,5
782,267,1,2026-02-01,1
783,223,1,2026-02-01,2
784,132,1,2026-02-01,1
785,19,1,2026-02-01,1
786,175,1,2026-02-01,4
787,89,1,2026-02-01,2
788,43,1,2026-02-01,1
789,91,1,2026-02-01,2
790,298,1,2026-02-01,2
791,280,1,2026-02-01,1
792,221,1,2026-02-01,1
793,151,1,2026-02-01,1
794,90,1,2026-02-01,2
795,257,1,2026-02-01,1
796,106,1,2026-02-01,1
797,214,1,2026-02-02,3
798,124,1,2026-02-02,3
799,132,1,2026-02-02,2
800,190,1,2026-02-02,2
801,223,1,2026-02-02,3
802,182,1,2026-02-02,5
803,176,1,2026-02-02,5
804,181,1,2026-02-02,2
805,18,1,2026-02-02,5
806,286,1,2026-02-02,5
807,71,1,2026-02-02,3
808,283,1,2026-02-02,3
809,300,1,2026-02-02,2
810,222,1,2026-02-02,2
811,257,1,2026-02-02,2
812,298,1,2026-02-02,2
813,40,1,2026-02-02,3
814,148,1,2026-02-02,6
815,74,1,2026-02-02,5
816,294,1,2026-02-02,4
817,28,1,2026-02-02,5
818,164,1,2026-02-02,1
819,120,1,2026-02-02,4
820,59,1,2026-02-02,3
821,185,1,2026-02-02,4
822,244,1,2026-02-02,3
823,86,1,2026-02-02,4
824,52,1,2026-02-02,3
825,175,1,2026-02-02,2
826,177,1,2026-02-02,1
827,108,1,2026-02-02,2
828,186,1,2026-02-02,1
829,89,1,2026-02-02,5
830,81,1,2026-02-02,2
831,109,1,2026-02-03,5
832,86,1,2026-02-03,5
833,71,1,2026-02-03,2
834,230,1,2026-02-03,1
835,293,1,2026-02-03,3
836,243,1,2026-02-03,4
837,59,1,2026-02-03,3
838,123,1,2026-02-03,1
839,148,1,2026-02-03,5
840,181,1,2026-02-03,5
841,198,1,2026-02-03,3
842,91,1,2026-02-03,2
843,12,1,2026-02-03,4
844,40,1,2026-02-03,3
845,245,1,2026-02-03,6
846,171,1,2026-02-03,7
847,103,1,2026-02-03,4
848,280,1,2026-02-03,3
849,289,1,2026-02-03,3
850,300,1,2026-02-03,1
851,252,1,2026-02-03,6
852,294,1,2026-02-03,5
853,177,1,2026-02-04,5
854,90,1,2026-02-04,3
855,267,1,2026-02-04,2
856,286,1,2026-02-04,5
857,293,1,2026-02-04,5
858,244,1,2026-02-04,2
859,81,1,2026-02-04,4
860,245,1,2026-02-04,3
861,186,1,2026-02-04,4
862,113,1,2026-02-04,3
863,280,1,2026-02-04,3
864,123,1,2026-02-04,3
865,17,1,2026-02-04,1
866,18,1,2026-02-04,4
867,298,1,2026-02-04,1
868,171,1,2026-02-04,6
869,250,1,2026-02-04,2
870,198,1,2026-02-04,1
871,165,1,2026-02-04,3
872,185,1,2026-02-04,3
873,291,1,2026-02-04,3
874,5,1,2026-02-04,2
875,28,1,2026-02-04,3
876,74,1,2026-02-04,1
877,276,1,2026-02-05,3
878,300,1,2026-02-05,3
879,218,1,2026-02-05,3
880,81,1,2026-02-05,3
881,293,1,2026-02-05,2
882,186,1,2026-02-05,5
883,230,1,2026-02-05,1
884,192,1,2026-02-05,1
885,209,1,2026-02-05,4
886,13,1,2026-02-05,1
887,63,1,2026-02-05,3
888,107,1,2026-02-05,2
889,79,1,2026-02-05,2
890,243,1,2026-02-05,3
891,113,1,2026-02-05,3
892,244,1,2026-02-05,5
893,198,1,2026-02-05,3
894,194,1,2026-02-05,4
895,40,1,2026-02-05,3
896,18,1,2026-02-05,9
897,148,1,2026-02-05,2
898,68,1,2026-02-05,1
899,283,1,2026-02-06,1
900,18,1,2026-02-06,3
901,68,1,2026-02-06,2
902,40,1,2026-02-06,4
903,6,1,2026-02-06,2
904,176,1,2026-02-06,3
905,190,1,2026-02-06,1
906,181,1,2026-02-06,2
907,293,1,2026-02-06,4
908,112,1,2026-02-06,2
909,175,1,2026-02-06,2
910,86,1,2026-02-06,3
911,214,1,2026-02-06,2
912,245,1,2026-02-06,4
913,222,1,2026-02-06,3
914,243,1,2026-02-06,6
915,90,1,2026-02-06,2
916,244,1,2026-02-06,3
917,63,1,2026-02-06,2
918,249,1,2026-02-06,1
919,194,1,2026-02-06,1
920,286,1,2026-02-06,2
921,120,1,2026-02-06,2
922,71,1,2026-02-06,2
923,59,1,2026-02-06,3
924,128,1,2026-02-06,3
925,182,1,2026-02-06,2
926,132,1,2026-02-06,2
927,28,1,2026-02-06,7
928,267,1,2026-02-06,2
929,89,1,2026-02-06,1
930,215,1,2026-02-06,7
